model_a,model_b,feature,cohens_d,mean_a,mean_b
chatgpt,claude,fw_below,0.002282138814156017,0.0003411428571428572,0.00033857142857142853
chatgpt,claude,fw_between,0.3017233128318757,0.0020008571428571428,0.0012325714285714286
chatgpt,claude,fw_both,0.16169721083408095,0.0005385714285714285,0.00033857142857142853
chatgpt,claude,fw_but,-0.3900046167197898,0.002425142857142857,0.003850285714285714
chatgpt,claude,fw_by,0.030352747354518837,0.0032965714285714287,0.0031685714285714286
chatgpt,claude,fw_could,0.11564341412631415,0.0007591428571428571,0.0005857142857142857
chatgpt,claude,fw_did,-0.20064230459484741,0.0014060000000000001,0.002056857142857143
chatgpt,claude,fw_do,-0.21667804791654924,0.001682,0.0023699999999999997
chatgpt,claude,fw_does,-0.744043814593355,0.0006462857142857144,0.0030745714285714287
chatgpt,claude,fw_doing,-0.3643740449395585,0.00010028571428571428,0.000576
chatgpt,claude,fw_down,0.14627313512465778,0.001079142857142857,0.0007957142857142857
chatgpt,claude,fw_during,0.5002508811005394,0.0004397142857142857,0.0
chatgpt,claude,fw_each,-0.23782657059965487,0.000686,0.001238
chatgpt,claude,fw_few,0.34295642232698864,0.00022142857142857142,0.0
chatgpt,claude,fw_for,-0.058162967354746006,0.006740857142857143,0.007149142857142857
chatgpt,claude,fw_from,0.16715266347197877,0.005105428571428572,0.004341428571428571
chatgpt,claude,fw_further,-0.32634914949756727,0.0,0.0003314285714285714
chatgpt,claude,fw_had,-0.5912285530235025,0.0025428571428571423,0.007492857142857142
chatgpt,claude,fw_has,-0.6643185990304329,0.0017768571428571427,0.004784
chatgpt,claude,fw_have,-0.572501479332031,0.0009814285714285715,0.0030700000000000002
chatgpt,claude,fw_having,-0.23904572186687875,0.0,0.00011371428571428572
chatgpt,claude,fw_he,-0.24789482935122095,0.003784857142857143,0.006105999999999999
chatgpt,claude,fw_her,0.11193364620939776,0.0051231428571428565,0.004173142857142857
chatgpt,claude,fw_here,-0.6536639447820486,0.00043771428571428574,0.002313142857142857
chatgpt,claude,fw_hers,0.0,0.0,0.0
chatgpt,claude,fw_herself,-0.2328683195569045,0.00020971428571428573,0.0005577142857142857
chatgpt,claude,fw_him,0.06586418225604586,0.001437142857142857,0.0012654285714285714
chatgpt,claude,fw_himself,0.0,0.0,0.0
chatgpt,claude,fw_his,0.05983505943445846,0.003170571428571429,0.0028131428571428574
chatgpt,claude,fw_how,-0.16580432894190483,0.0006614285714285715,0.0010314285714285714
chatgpt,claude,fw_i,-0.08107553389283749,0.008623714285714285,0.009988857142857141
chatgpt,claude,fw_if,0.21765411866255016,0.0010688571428571429,0.0006882857142857143
chatgpt,claude,fw_in,-0.3747534326107036,0.011542,0.01452657142857143
chatgpt,claude,fw_into,0.6337646636046518,0.0031697142857142857,0.0013591428571428572
chatgpt,claude,fw_is,-0.9486711399760352,0.005060571428571428,0.012815428571428573
chatgpt,claude,fw_it,-1.2581379358681337,0.006610285714285714,0.017128
chatgpt,claude,fw_its,-0.7428811110288575,0.0018720000000000002,0.005322571428571428
chatgpt,claude,fw_itself,-0.11549851404510521,0.0009697142857142857,0.0012191428571428572
chatgpt,claude,fw_just,-0.23486246804323888,0.0009888571428571429,0.0015937142857142855
chatgpt,claude,fw_me,0.5207454250609955,0.00223,0.0003617142857142857
chatgpt,claude,fw_more,0.3470994535054548,0.003911428571428572,0.002125428571428571
chatgpt,claude,fw_most,-0.46337256744631367,0.00034228571428571424,0.0013417142857142857
chatgpt,claude,fw_my,0.18186634864352186,0.0012105714285714285,0.0008008571428571429
chatgpt,claude,fw_myself,0.2390457218668787,0.00011428571428571428,0.0
chatgpt,claude,fw_no,0.031245664397156384,0.002781142857142857,0.002625428571428571
chatgpt,claude,fw_nor,0.10881821603431983,0.00023028571428571426,0.00011342857142857141
chatgpt,claude,fw_not,-0.8833542175878573,0.0045520000000000005,0.010207714285714285
chatgpt,claude,fw_now,0.26309368482626067,0.002540857142857143,0.0017051428571428573
chatgpt,claude,fw_of,-0.3263253044360114,0.017161428571428567,0.021296
chatgpt,claude,fw_off,-0.2509824414928868,0.00011257142857142857,0.00035
chatgpt,claude,fw_on,-1.0086027955479628,0.002958,0.006932285714285714
chatgpt,claude,fw_once,0.16582947897858158,0.0014445714285714285,0.0010205714285714286
chatgpt,claude,fw_only,0.14012809727765418,0.001755142857142857,0.0013705714285714287
chatgpt,claude,fw_or,-0.075337813569483,0.0018802857142857145,0.002118
chatgpt,claude,fw_other,0.2662054271338491,0.0008814285714285714,0.00044914285714285716
chatgpt,claude,fw_our,0.131324345607191,0.00021914285714285712,0.00011428571428571428
chatgpt,claude,fw_ours,0.0,0.0,0.0
chatgpt,claude,fw_ourselves,0.23904572186687872,0.00011514285714285713,0.0
chatgpt,claude,fw_out,-0.4322713248801091,0.0004442857142857143,0.0011114285714285716
chatgpt,claude,fw_over,0.309899783658367,0.0015297142857142855,0.0009040000000000001
chatgpt,claude,fw_own,-0.7448931551661878,0.000112,0.0011297142857142858
chatgpt,claude,fw_same,-0.24683289127840732,0.0010057142857142856,0.001685142857142857
chatgpt,claude,fw_she,-0.2553278611939051,0.005882,0.009202285714285715
chatgpt,claude,fw_should,0.023351696583570298,0.001166285714285714,0.0011017142857142857
chatgpt,claude,fw_so,-0.18528411308979723,0.0005477142857142857,0.0009017142857142859
chatgpt,claude,fw_some,0.1290590747311011,0.0011811428571428572,0.000924
chatgpt,claude,fw_such,0.41067585893401604,0.0008794285714285714,0.00021428571428571427
chatgpt,claude,fw_than,-0.38462021238043753,0.0020748571428571426,0.0035648571428571426
chatgpt,claude,fw_that,-1.4244354828138,0.006784285714285715,0.015488
chatgpt,claude,fw_the,-0.43427783438419565,0.06361542857142857,0.07689457142857144
chatgpt,claude,fw_their,0.14425084649752618,0.0031562857142857143,0.002492571428571428
chatgpt,claude,fw_theirs,0.0,0.0,0.0
chatgpt,claude,fw_them,-0.19597666079952894,0.002397428571428571,0.0031682857142857138
chatgpt,claude,fw_themselves,-0.1312438107498731,0.000112,0.00021457142857142858
chatgpt,claude,fw_then,-0.08425055633630468,0.002429142857142857,0.0027054285714285713
chatgpt,claude,fw_there,-0.11814892999265537,0.001622,0.0019454285714285713
chatgpt,claude,fw_these,-0.1681254208070785,0.0006468571428571429,0.000996857142857143
chatgpt,claude,fw_they,-0.3204302102108821,0.0024777142857142858,0.0042002857142857146
chatgpt,claude,fw_this,-0.7231535290957989,0.0031374285714285714,0.0063365714285714275
chatgpt,claude,fw_those,-0.3794107080485176,0.00021257142857142858,0.0006857142857142857
chatgpt,claude,fw_through,0.48639894314222576,0.004632571428571429,0.0023814285714285712
chatgpt,claude,fw_to,-0.16378949500645573,0.013242571428571428,0.014669714285714286
chatgpt,claude,fw_too,0.2428474689575694,0.0015334285714285714,0.0009951428571428572
chatgpt,claude,fw_under,-0.13098320602427646,0.000214,0.00034885714285714283
chatgpt,claude,fw_until,-0.4139935590492211,0.000112,0.0005702857142857144
chatgpt,claude,fw_up,-0.25519765173392583,0.0008405714285714285,0.0014662857142857142
chatgpt,claude,fw_very,-0.4553937383587278,0.00021257142857142858,0.000908857142857143
chatgpt,claude,fw_was,-0.538134008967996,0.003950571428571428,0.008422857142857143
chatgpt,claude,fw_we,-0.18717910528857493,0.0012225714285714286,0.0020745714285714287
chatgpt,claude,fw_were,-0.08581668711180628,0.001667142857142857,0.0019302857142857142
chatgpt,claude,fw_what,-0.5586307011431756,0.0009560000000000001,0.002592857142857143
chatgpt,claude,fw_when,-0.09112960908769228,0.001998,0.0022628571428571424
chatgpt,claude,fw_where,-0.19452318869287216,0.0012114285714285714,0.0017311428571428573
chatgpt,claude,fw_which,-0.4253158769870375,0.0006848571428571428,0.0017851428571428569
chatgpt,claude,fw_while,1.00690166188026,0.003407714285714285,0.0005648571428571429
chatgpt,claude,fw_who,-0.2635505748090827,0.0013057142857142857,0.002244
chatgpt,claude,fw_whom,-0.342431560621288,0.0,0.00022314285714285714
chatgpt,claude,fw_why,0.09745178496024136,0.00032657142857142856,0.0002277142857142857
chatgpt,claude,fw_will,-0.02083903227126385,0.0009657142857142856,0.0010234285714285714
chatgpt,claude,fw_with,-0.30596720208993355,0.0055751428571428575,0.007099428571428571
chatgpt,claude,fw_would,0.14623896561264688,0.0013045714285714288,0.0007937142857142857
chatgpt,claude,fw_you,-0.04673458187708557,0.008773428571428571,0.009499428571428572
chatgpt,claude,fw_your,-0.2350633859770488,0.0015442857142857144,0.002415142857142857
chatgpt,claude,fw_yours,0.0,0.0,0.0
chatgpt,claude,fw_yourself,0.3428144583209273,0.00022085714285714287,0.0
chatgpt,claude,fw_yourselves,0.0,0.0,0.0
chatgpt,gemini,ttr,0.2860589562432407,0.6853691428571428,0.6732371428571429
chatgpt,gemini,mtld,0.738576254062692,195.73222857142855,155.90611428571427
chatgpt,gemini,hapax_ratio,-0.10531350903885954,0.5538774285714285,0.5602974285714286
chatgpt,gemini,avg_word_length,0.7141054269982255,5.169371428571428,4.807371428571429
chatgpt,gemini,word_length_std,-0.10650221140948907,2.353742857142857,2.3889142857142858
chatgpt,gemini,long_word_ratio,0.6208364169917484,0.2909897142857143,0.2390908571428571
chatgpt,gemini,yule_k,-0.7509056208527637,93.18082857142856,126.06640000000002
chatgpt,gemini,pos_noun_ratio,-0.0038052294041125818,0.26233000000000006,0.2625445714285714
chatgpt,gemini,pos_verb_ratio,0.5745271052274988,0.15898085714285715,0.14574800000000002
chatgpt,gemini,pos_adj_ratio,-0.5850137156482966,0.09492114285714286,0.1168014285714286
chatgpt,gemini,pos_adv_ratio,1.5605400397082916,0.0825257142857143,0.04796
chatgpt,gemini,pos_pron_ratio,0.1222282106664465,0.07796342857142856,0.07105457142857144
chatgpt,gemini,pos_det_ratio,-1.0350986408405245,0.094898,0.1324157142857143
chatgpt,gemini,pos_adp_ratio,0.19103172824339962,0.11149542857142858,0.10588685714285713
chatgpt,gemini,pos_cconj_ratio,-0.12011519741618683,0.027156000000000003,0.028743714285714286
chatgpt,gemini,pos_sconj_ratio,0.6845867206903725,0.01942857142857143,0.013163714285714287
chatgpt,gemini,pos_aux_ratio,-0.07248968544257287,0.031270571428571425,0.03257628571428571
chatgpt,gemini,pos_part_ratio,-0.22429914392960068,0.012623142857142857,0.014923142857142855
chatgpt,gemini,pos_intj_ratio,-0.004074497644723347,0.0023499999999999997,0.0023742857142857138
chatgpt,gemini,pos_num_ratio,-0.0028538384956560106,0.006358,0.006379142857142857
chatgpt,gemini,pos_propn_ratio,-0.08793265487606637,0.0177,0.019432285714285714
chatgpt,gemini,avg_sent_length,-0.6353626196990563,12.661114285714284,15.764685714285715
chatgpt,gemini,std_sent_length,-0.22817126425425982,5.711571428571427,6.171228571428571
chatgpt,gemini,num_sentences,0.6980473783280419,25.17142857142857,17.914285714285715
chatgpt,gemini,num_words,0.9374636252500145,261.8,249.02857142857144
chatgpt,gemini,max_dep_depth,0.0,101.0,101.0
chatgpt,gemini,mean_dep_depth,0.0,101.0,101.0
chatgpt,gemini,flesch_reading_ease,-0.09829110824039505,56.99371428571429,59.131028571428565
chatgpt,gemini,flesch_kincaid_grade,-0.11251321183106132,8.560742857142857,8.986657142857144
chatgpt,gemini,gunning_fog,-0.31817661820131643,9.498400000000002,10.885542857142857
chatgpt,gemini,smog_index,-0.1180724540285534,10.330428571428572,10.709171428571429
chatgpt,gemini,dale_chall,-0.039268414906217484,9.821428571428571,9.886542857142857
chatgpt,gemini,discourse_marker_count,0.2765539269541942,1.0285714285714285,0.6857142857142857
chatgpt,gemini,discourse_marker_rate,0.2589547767418162,0.3927828571428571,0.2681857142857143
chatgpt,gemini,punct_comma,-1.4638532049141906,0.9957571428571429,1.4982085714285713
chatgpt,gemini,punct_period,0.5012158017481062,1.4874885714285715,1.1792257142857143
chatgpt,gemini,punct_semicolon,-0.9153908001334118,0.003462857142857143,0.034094285714285716
chatgpt,gemini,punct_colon,-0.14333980556631445,0.014071428571428572,0.018962857142857142
chatgpt,gemini,punct_question,0.15928259515206655,0.06744000000000001,0.046282857142857146
chatgpt,gemini,punct_exclamation,-0.23904572186687872,0.0,0.004402857142857142
chatgpt,gemini,punct_dash,-0.0006497053500763226,0.04777142857142858,0.04780857142857143
chatgpt,gemini,punct_hyphen,-1.0741259433062806,0.03643714285714286,0.13013142857142856
chatgpt,gemini,punct_quote,-0.38261758588445993,0.12123142857142857,0.3701428571428571
chatgpt,gemini,punct_single_quote,-0.7391674616428328,0.02131142857142857,0.1429857142857143
chatgpt,gemini,punct_ellipsis,0.3431257405397141,0.0032800000000000004,0.0
chatgpt,gemini,punct_total,-0.5329227508181252,2.7982485714285716,3.472234285714286
chatgpt,gemini,fw_a,-2.1209036065007285,0.015535428571428572,0.040161999999999996
chatgpt,gemini,fw_about,0.12193927715309295,0.0012154285714285715,0.000918
chatgpt,gemini,fw_above,0.3612456288017961,0.0014217142857142857,0.0005737142857142857
chatgpt,gemini,fw_after,0.8905497753805973,0.0015185714285714286,0.0
chatgpt,gemini,fw_again,0.562960504187312,0.0013914285714285717,0.0003311428571428571
chatgpt,gemini,fw_all,-0.025078733278069365,0.0012122857142857141,0.0012702857142857142
chatgpt,gemini,fw_am,-0.33112421140619325,0.00011771428571428573,0.00046742857142857144
chatgpt,gemini,fw_an,-0.7176597575749335,0.0014097142857142856,0.0033139999999999997
chatgpt,gemini,fw_and,0.021424480957781336,0.021417714285714283,0.021176857142857147
chatgpt,gemini,fw_any,-0.34341835197188947,0.00010571428571428572,0.00044942857142857143
chatgpt,gemini,fw_are,0.24464777897626502,0.002933714285714286,0.002067714285714286
chatgpt,gemini,fw_as,0.2606294950849399,0.005206,0.0038759999999999992
chatgpt,gemini,fw_at,0.07038378105722089,0.005882857142857144,0.005524857142857142
chatgpt,gemini,fw_be,-0.06116752147116374,0.0014019999999999998,0.001553142857142857
chatgpt,gemini,fw_because,0.6250227368555691,0.0017254285714285713,0.0003297142857142857
chatgpt,gemini,fw_been,0.11165093028992107,0.0008771428571428572,0.0006742857142857142
chatgpt,gemini,fw_before,0.2916771198396334,0.0033931428571428567,0.002325428571428571
chatgpt,gemini,fw_being,0.13118348780457728,0.0002157142857142857,0.00011257142857142857
chatgpt,gemini,fw_below,-0.009919659367640016,0.0003411428571428572,0.0003525714285714286
chatgpt,gemini,fw_between,0.6115458491723675,0.0020008571428571428,0.000584
chatgpt,gemini,fw_both,0.416723601106003,0.0005385714285714285,0.000104
chatgpt,gemini,fw_but,-0.41911149067628023,0.002425142857142857,0.004137714285714285
chatgpt,gemini,fw_by,-0.19555346656450548,0.0032965714285714287,0.004040285714285714
chatgpt,gemini,fw_could,0.3215447739669278,0.0007591428571428571,0.00032942857142857144
chatgpt,gemini,fw_did,-0.1695720521245763,0.0014060000000000001,0.0019240000000000004
chatgpt,gemini,fw_do,0.33763449449856275,0.001682,0.0007751428571428572
chatgpt,gemini,fw_does,0.23780202385273885,0.0006462857142857144,0.00033885714285714286
chatgpt,gemini,fw_doing,0.23904572186687867,0.00010028571428571428,0.0
chatgpt,gemini,fw_down,-0.3511520369256265,0.001079142857142857,0.002031714285714286
chatgpt,gemini,fw_during,0.5002508811005394,0.0004397142857142857,0.0
chatgpt,gemini,fw_each,0.2156817167121155,0.000686,0.0003557142857142857
chatgpt,gemini,fw_few,-0.1853286194740174,0.00022142857142857142,0.0004637142857142858
chatgpt,gemini,fw_for,0.43011563310644807,0.006740857142857143,0.004390571428571428
chatgpt,gemini,fw_from,0.2355182575337111,0.005105428571428572,0.004147714285714286
chatgpt,gemini,fw_further,0.0,0.0,0.0
chatgpt,gemini,fw_had,0.13230607183737994,0.0025428571428571423,0.0019108571428571427
chatgpt,gemini,fw_has,-0.0391713110913513,0.0017768571428571427,0.0019197142857142857
chatgpt,gemini,fw_have,-0.16721808845978153,0.0009814285714285715,0.0014019999999999998
chatgpt,gemini,fw_having,0.0,0.0,0.0
chatgpt,gemini,fw_he,-0.2236378311394796,0.003784857142857143,0.005480857142857142
chatgpt,gemini,fw_her,0.20158636503703356,0.0051231428571428565,0.003461428571428572
chatgpt,gemini,fw_here,-0.20332094056047811,0.00043771428571428574,0.000788
chatgpt,gemini,fw_hers,0.0,0.0,0.0
chatgpt,gemini,fw_herself,0.34314427074413684,0.00020971428571428573,0.0
chatgpt,gemini,fw_him,0.30028258399948204,0.001437142857142857,0.0007534285714285715
chatgpt,gemini,fw_himself,0.0,0.0,0.0
chatgpt,gemini,fw_his,-0.47275759776743026,0.003170571428571429,0.007514857142857143
chatgpt,gemini,fw_how,0.04204333550944667,0.0006614285714285715,0.0005728571428571429
chatgpt,gemini,fw_i,0.15225906774964423,0.008623714285714285,0.006677142857142857
chatgpt,gemini,fw_if,0.036556600010579116,0.0010688571428571429,0.0009845714285714284
chatgpt,gemini,fw_in,0.16465650356969788,0.011542,0.010268857142857144
chatgpt,gemini,fw_into,-0.04426442277243092,0.0031697142857142857,0.0033394285714285713
chatgpt,gemini,fw_is,-0.5389884838354976,0.005060571428571428,0.008916571428571432
chatgpt,gemini,fw_it,-0.3595928473013358,0.006610285714285714,0.009364857142857144
chatgpt,gemini,fw_its,-0.22597960207646195,0.0018720000000000002,0.0027482857142857144
chatgpt,gemini,fw_itself,0.2079514084484269,0.0009697142857142857,0.0005942857142857143
chatgpt,gemini,fw_just,-0.6291989247445816,0.0009888571428571429,0.0030268571428571423
chatgpt,gemini,fw_me,0.22671722120879814,0.00223,0.0013214285714285715
chatgpt,gemini,fw_more,0.5128331084822095,0.003911428571428572,0.001254
chatgpt,gemini,fw_most,0.25356664178810406,0.00034228571428571424,0.00010857142857142858
chatgpt,gemini,fw_my,-0.2901163521717279,0.0012105714285714285,0.002200857142857143
chatgpt,gemini,fw_myself,0.2390457218668787,0.00011428571428571428,0.0
chatgpt,gemini,fw_no,-0.2179265071071508,0.002781142857142857,0.0038528571428571435
chatgpt,gemini,fw_nor,0.10977786545534071,0.00023028571428571426,0.00011257142857142857
chatgpt,gemini,fw_not,0.4765446703836229,0.0045520000000000005,0.002368285714285714
chatgpt,gemini,fw_now,0.5013396399833606,0.002540857142857143,0.0011331428571428569
chatgpt,gemini,fw_of,-0.7036859653903637,0.017161428571428567,0.028248
chatgpt,gemini,fw_off,-0.33277569868202256,0.00011257142857142857,0.0004514285714285715
chatgpt,gemini,fw_on,-0.5977743975661449,0.002958,0.004922571428571429
chatgpt,gemini,fw_once,0.3357422861169467,0.0014445714285714285,0.0006774285714285713
chatgpt,gemini,fw_only,0.08562563409464738,0.001755142857142857,0.0015291428571428572
chatgpt,gemini,fw_or,-0.2443771473757473,0.0018802857142857145,0.0027251428571428574
chatgpt,gemini,fw_other,0.539609519538603,0.0008814285714285714,0.00011
chatgpt,gemini,fw_our,-0.3199490654723086,0.00021914285714285712,0.0006580000000000001
chatgpt,gemini,fw_ours,0.0,0.0,0.0
chatgpt,gemini,fw_ourselves,0.23904572186687872,0.00011514285714285713,0.0
chatgpt,gemini,fw_out,-0.7046916525029047,0.0004442857142857143,0.002027142857142857
chatgpt,gemini,fw_over,-0.017356884775835777,0.0015297142857142855,0.0015751428571428572
chatgpt,gemini,fw_own,-0.28388588418395866,0.000112,0.0004677142857142857
chatgpt,gemini,fw_same,0.2614461958657431,0.0010057142857142856,0.00044428571428571434
chatgpt,gemini,fw_she,0.49547268026076874,0.005882,0.001796
chatgpt,gemini,fw_should,0.33432629406992265,0.001166285714285714,0.00044085714285714285
chatgpt,gemini,fw_so,-0.026617457952194508,0.0005477142857142857,0.000594
chatgpt,gemini,fw_some,0.5125162770332522,0.0011811428571428572,0.0003497142857142857
chatgpt,gemini,fw_such,0.3742470606038191,0.0008794285714285714,0.00022142857142857142
chatgpt,gemini,fw_than,0.48543276514773426,0.0020748571428571426,0.0007888571428571428
chatgpt,gemini,fw_that,-0.26813441142752753,0.006784285714285715,0.008215428571428571
chatgpt,gemini,fw_the,-0.47999357936234605,0.06361542857142857,0.07885085714285715
chatgpt,gemini,fw_their,0.011939248312681908,0.0031562857142857143,0.003095714285714286
chatgpt,gemini,fw_theirs,0.0,0.0,0.0
chatgpt,gemini,fw_them,0.5187506462687672,0.002397428571428571,0.0011300000000000001
chatgpt,gemini,fw_themselves,0.2390457218668787,0.000112,0.0
chatgpt,gemini,fw_then,0.32328991299400633,0.002429142857142857,0.0015834285714285716
chatgpt,gemini,fw_there,0.09560245450674335,0.001622,0.001382
chatgpt,gemini,fw_these,0.1138925704087719,0.0006468571428571429,0.0004577142857142857
chatgpt,gemini,fw_they,0.26454508909395535,0.0024777142857142858,0.0012602857142857142
chatgpt,gemini,fw_this,-0.10432189649066759,0.0031374285714285714,0.0035362857142857145
chatgpt,gemini,fw_those,-0.12797832190129194,0.00021257142857142858,0.00034228571428571424
chatgpt,gemini,fw_through,0.3577390726728664,0.004632571428571429,0.002949428571428571
chatgpt,gemini,fw_to,-0.5409404869608826,0.013242571428571428,0.01834257142857143
chatgpt,gemini,fw_too,0.5488676830121904,0.0015334285714285714,0.00045400000000000003
chatgpt,gemini,fw_under,-0.45950455555140635,0.000214,0.0009379999999999999
chatgpt,gemini,fw_until,-0.23403976099462548,0.000112,0.0003182857142857143
chatgpt,gemini,fw_up,-0.4963881065868409,0.0008405714285714285,0.002218857142857143
chatgpt,gemini,fw_very,-0.4000334420890851,0.00021257142857142858,0.0007854285714285715
chatgpt,gemini,fw_was,-0.30249152880901614,0.003950571428571428,0.006296857142857143
chatgpt,gemini,fw_we,-0.28071366645736096,0.0012225714285714286,0.0026748571428571433
chatgpt,gemini,fw_were,0.33487665626554075,0.001667142857142857,0.0007685714285714286
chatgpt,gemini,fw_what,0.0701039780487367,0.0009560000000000001,0.0008008571428571429
chatgpt,gemini,fw_when,0.0549802373513309,0.001998,0.0018297142857142856
chatgpt,gemini,fw_where,-0.39304142823836496,0.0012114285714285714,0.002351142857142857
chatgpt,gemini,fw_which,0.34315388191167634,0.0006848571428571428,0.00010942857142857144
chatgpt,gemini,fw_while,0.8649748407286723,0.003407714285714285,0.0009005714285714285
chatgpt,gemini,fw_who,0.01686476857420948,0.0013057142857142857,0.001252857142857143
chatgpt,gemini,fw_whom,0.0,0.0,0.0
chatgpt,gemini,fw_why,0.4260432204660802,0.00032657142857142856,0.0
chatgpt,gemini,fw_will,-0.09870959033130772,0.0009657142857142856,0.0012902857142857143
chatgpt,gemini,fw_with,-0.12801426243666486,0.0055751428571428575,0.006168857142857142
